time,g_x,g_y,g_z,a_x,a_y,a_z
0.006552696228027344,-7.34710693359375,-12.5885009765625,2.01416015625,-0.099365234375,-0.032470703125,1.3623046875
0.11988282203674316,-3.47137451171875,-9.86480712890625,4.00543212890625,-0.078857421875,-0.017333984375,1.388427734375
0.22786235809326172,-13.092041015625,3.57818603515625,2.09808349609375,-0.051025390625,-0.05712890625,1.3642578125
0.33779096603393555,-6.55364990234375,-2.25067138671875,6.17218017578125,-0.08056640625,-0.04443359375,1.34423828125
0.445819616317749,-10.9710693359375,-1.861572265625,-1.57928466796875,-0.08154296875,-0.04248046875,1.36328125
0.5538299083709717,-5.82122802734375,0.22125244140625,-2.655029296875,-0.08740234375,-0.0322265625,1.384521484375
0.6614944934844971,-3.936767578125,-5.4168701171875,0.96893310546875,-0.104736328125,-0.00927734375,1.366943359375
0.7693195343017578,-5.126953125,-8.03375244140625,-2.20489501953125,-0.0673828125,-0.0146484375,1.3154296875
0.8770151138305664,-13.336181640625,-6.8511962890625,-12.76397705078125,-0.01171875,-0.05078125,1.401611328125
0.9845972061157227,-5.53131103515625,2.7923583984375,-16.59393310546875,-0.031494140625,-0.108642578125,1.3876953125
1.0923590660095215,-5.615234375,3.0059814453125,-18.9666748046875,-0.023681640625,-0.068115234375,1.3662109375
1.2000198364257812,-2.37274169921875,10.0860595703125,-1.65557861328125,-0.05419921875,-0.023681640625,1.356201171875
1.3077166080474854,3.7689208984375,4.2877197265625,11.34490966796875,-0.082763671875,0.02587890625,1.350341796875
1.4154114723205566,-6.23321533203125,11.5966796875,-2.95257568359375,-0.138916015625,0.0625,1.375
1.5231735706329346,-3.62396240234375,-2.25830078125,-11.16943359375,-0.00732421875,-0.005615234375,1.393310546875
1.630950689315796,-8.087158203125,-10.99395751953125,-3.6468505859375,-0.102783203125,0.003662109375,1.3603515625
1.738682508468628,13.95416259765625,-8.7432861328125,6.73675537109375,-0.0478515625,0.03173828125,1.362548828125
1.8462715148925781,17.20428466796875,2.0751953125,1.22833251953125,-0.0595703125,0.006103515625,1.352783203125
1.954052209854126,8.91876220703125,11.39068603515625,8.4228515625,-0.118896484375,0.0263671875,1.427734375
2.0619113445281982,-11.5203857421875,13.0462646484375,2.0599365234375,-0.106201171875,0.043701171875,1.413330078125
2.1700878143310547,-7.91168212890625,-4.26483154296875,27.82440185546875,-0.144287109375,0.021728515625,1.204833984375
2.27750563621521,-25.47454833984375,-11.10076904296875,5.19561767578125,-0.11328125,0.092529296875,1.369873046875
2.400771141052246,-12.35198974609375,-9.65118408203125,5.523681640625,-0.138916015625,0.0419921875,1.367431640625
2.5087685585021973,2.84576416015625,-9.89532470703125,11.688232421875,-0.138916015625,0.057861328125,1.347412109375
2.616157293319702,10.1165771484375,-13.60321044921875,-1.800537109375,-0.083740234375,-0.002685546875,1.426513671875
2.7234952449798584,-3.6163330078125,6.8817138671875,-3.27301025390625,-0.103759765625,0.069580078125,1.489501953125
